VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4O.F.C.A.A.TO1.A.ML","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from All reporting countries - Consolidated Total claims in All currencies with residents of Mali (Immediate counterparty basis), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,Other data collection period,,All reporting countries,Mali
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.U.TO1.A.5J.A.5A.P.HK.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Hong Kong, Non-financial sectors (Amounts outstanding / Stocks, Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Hong Kong
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.CHF.A.5J.A.5A.U.GR.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Greece, Unallocated by sector (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Greece
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.EUR.A.5J.A.5A.C.DK.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Denmark, Non-financial corporations (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Denmark
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.A.EUR.A.5J.A.5A.H.4Y.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Developing Asia and Pacific, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Developing Asia and Pacific
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.TO1.A.5J.A.KR.A.MY.N","South Korea - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Malaysia, All sectors (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,South Korea,Malaysia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.F.5J.A.BH.A.5J.R","Bahrain - Local Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Amounts outstanding / Stocks, All instruments in Foreign currency (ie currencies foreign to bank location country), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Bahrain,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.U.TO1.A.5J.A.5A.K.AR.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Argentina, Unallocated non-financial sectors (FX and break adjusted change (BIS calculated), Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Argentina
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.TO1.A.5J.A.5A.N.LT.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Lithuania, Non-banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Lithuania
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.UN9.A.5J.A.5A.P.BH.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Bahrain, Non-financial sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Bahrain
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.USD.A.5J.A.5A.I.MY.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Malaysia, Banks, related offices (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Malaysia
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.I.TO1.A.5J.A.5A.P.SG.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Singapore, Non-financial sectors (Break in stocks, Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Singapore
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.CHF.A.5J.A.5A.I.CM.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Cameroon, Banks, related offices (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Cameroon
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.A.GBP.F.5J.A.BH.A.5J.U","Bahrain - Unallocated Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Break in stocks, All instruments in Foreign currency (ie currencies foreign to bank location country), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Bahrain,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.GBP.A.5J.A.5A.A.TC.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Turks and Caicos Islands, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Turks and Caicos Islands
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.5A.X.CU.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Cuba, Residual by sector (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Cuba
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.UN9.A.5J.A.5A.P.TD.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Chad, Non-financial sectors (Break in stocks, All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Chad
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.JPY.A.5J.A.5A.F.5K.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of European developed countries, Non-bank financial institutions (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,European developed countries
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO3.A.5J.A.5A.U.TV.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Tuvalu, Unallocated by sector (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Tuvalu
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.UN9.A.5J.A.5A.F.GL.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Greenland, Non-bank financial institutions (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Greenland
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.EUR.A.5J.A.5A.G.5J.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), General government (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.UN9.A.5J.A.5A.A.4U.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Developing Latin America and Caribbean, All sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Developing Latin America and Caribbean
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4O.Q.C.A.A.TO1.A.BN","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from All reporting countries - Consolidated Total claims in All currencies with residents of Brunei (Net risk transfers (Inward-Outward)), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,Other data collection period,,All reporting countries,Brunei
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.EUR.A.5J.A.5A.X.5C.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Euro area, Residual by sector (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Euro area
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.TO1.A.5J.A.FR.N.SE.N","France - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Sweden, Non-banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,France,Sweden
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO1.A.5J.A.ZA.A.CZ.N","South Africa - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Czech Republic, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,South Africa,Czech Republic
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.CHF.F.5J.A.JP.A.5J.A","Japan - All Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Annual growth (BIS calculated), All instruments in Foreign currency (ie currencies foreign to bank location country), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Japan,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.U.TO1.A.5J.A.5A.C.GB.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of United Kingdom, Non-financial corporations (FX and break adjusted change (BIS calculated), Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,United Kingdom
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.I.TO1.A.5J.A.5A.N.UY.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Uruguay, Non-banks, total (Break in stocks, Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Uruguay
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.UN9.A.5J.A.5A.I.DK.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Denmark, Banks, related offices (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Denmark
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO1.A.5J.A.5A.U.RW.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Rwanda, Unallocated by sector (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Rwanda
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.JE.N.BN.N","Jersey - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Brunei, Non-banks, total (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Jersey,Brunei
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.IM.N.MG.N","Isle of Man - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Madagascar, Non-banks, total (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Isle of Man,Madagascar
