id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
935,4000508,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,,,,,,,,,,0,0,parked,1998,gmc,truck or truck tractor,two-axle tow truck,00,
936,4000509,1,driver,1,male,39,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,making right turn,2000,international harvester,truck or truck tractor,two axle truck,00,hispanic
937,4000509,2,driver,0,female,38,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2001,chevrolet,pickup or panel truck,pickups & panels,00,hispanic
938,4000510,1,driver,0,male,50,impairment unknown,G,west,air bag not deployed,lap/shoulder harness not used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,merging,1995,gmc,truck or truck tractor,two axle truck,00,black
939,4000510,2,driver,0,female,58,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2001,saturn,passenger car,"passenger car, station",00,white
940,4000511,1,driver,1,male,25,had not been drinking,,west,air bag deployed,unknown,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,1,crossed into opposing lane,2003,toyota,passenger car,sport utility vehicle,00,white
941,4000511,2,driver,0,male,59,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2004,,other bus,public transit authority,00,white
942,4000513,1,driver,1,,,impairment unknown,G,east,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2009,WABASH,,,semi,
943,4000513,2,driver,0,female,20,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1994,mercury,passenger car,"passenger car, station",00,white
944,4000515,1,driver,1,male,35,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,making left turn,1996,gillig,other bus,public transit authority,00,black
945,4000515,2,driver,0,male,34,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,proceeding straight,2001,toyota,passenger car,mini-vans,00,hispanic
946,4000516,1,driver,1,male,,impairment unknown,G,west,,,,,,,,,,,,other,,0,0,proceeding straight,,thomas,other bus,other commercial,00,black
947,4000516,2,driver,0,female,35,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,bluebird,other bus,other commercial,00,black
948,4000516,3,parked vehicle,0,,,not applicable,not applicable,west,,,not applicable,,,,,,,,,none apparent,,0,0,parked,2008,dodge,passenger car,"passenger car, station",00,
949,4000517,1,driver,1,male,39,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2000,,truck or truck tractor,three or more axle truck,00,black
950,4000517,2,driver,0,male,35,had not been drinking,,east,air bag not deployed,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1963,chevrolet,passenger car,"passenger car, station",00,white
951,4000518,1,driver,1,male,70,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,,other vehicle,motor home,00,white
952,4000518,2,parked vehicle,0,,,had not been drinking,,west,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2008,,other bus,tour bus,00,
953,4000519,1,driver,1,male,30,not applicable,not applicable,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,backing,2004,ford,truck or truck tractor,two axle truck,00,hispanic
954,4000519,2,driver,0,female,63,not applicable,not applicable,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,hazardous parking,22500,A,violation,,0,0,parked,2006,chevrolet,passenger car,"passenger car, station",00,hispanic
955,4000520,1,driver,0,,45,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2004,honda,passenger car,"passenger car, station",00,white
956,4000520,2,driver,1,,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2004,,other bus,tour bus,00,black
957,4000521,1,driver,1,male,32,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,freightliner,truck or truck tractor with trailer,three or more axle truck,semi,white
958,4000521,2,other,0,,,not applicable,not applicable,north,,,not applicable,,,,,,,,,none apparent,,0,0,stopped,2002,volkswagen,passenger car,"passenger car, station",00,
959,4000522,1,driver,0,,39,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,volvo,truck or truck tractor with trailer,truck tractor,semi,hispanic
960,4000522,2,driver,0,,60,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,isuzu,truck or truck tractor,two axle truck,00,hispanic
961,4000523,1,driver,1,,52,had not been drinking,,,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,volvo,truck or truck tractor,three or more axle truck,00,white
962,4000523,2,driver,0,,44,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1997,saturn,passenger car,"passenger car, station",00,hispanic
963,4000523,3,driver,0,,54,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,volvo,passenger car,"passenger car, station",00,hispanic
964,4000523,4,,0,,49,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,lexus,passenger car,"passenger car, station",00,asian
965,4000524,1,,1,,32,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,1999,gmc,truck or truck tractor,two axle truck,00,hispanic
966,4000524,2,,0,,51,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,land rover,passenger car,sport utility vehicle,00,white
967,4000525,1,driver,1,male,18,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2000,chevrolet,pickup or panel truck,pickups & panels,00,white
968,4000525,2,driver,0,male,48,had not been drinking,,north,unknown,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1995,freightliner,truck or truck tractor with trailer,truck tractor,semi,black
969,4000526,1,driver,1,,49,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,sterling,truck or truck tractor,two axle tank truck,,white
970,4000528,1,driver,1,male,56,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,ford,truck or truck tractor,two-axle tow truck,00,white
971,4000529,1,driver,1,male,33,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,unfamiliar with road,,0,0,proceeding straight,1998,chevrolet,pickup or panel truck,pickups & panels,00,white
972,4000529,2,driver,0,male,33,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,chevrolet,pickup or panel truck,pickups & panels,00,white
973,4000530,1,driver,1,male,54,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,other hazardous movement,21461,A,violation,,0,0,making left turn,2006,international harvester,truck or truck tractor with trailer,three or more axle truck,pull,hispanic
974,4000530,2,driver,0,male,28,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2004,ford,pickup or panel truck,pickups & panels,00,white
975,4000531,1,driver,1,female,31,"had been drinking, under influence",,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe lane change,21658,A,violation,,0,0,changing lanes,2009,chevrolet,passenger car,"passenger car, station",00,white
976,4000531,2,driver,0,male,53,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,kenworth,truck or truck tractor with trailer,three or more axle truck,semi,hispanic
977,4000532,1,driver,0,male,34,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,freightliner,truck or truck tractor with trailer,truck tractor,semi,white
978,4000533,1,driver,1,,,impairment unknown,G,north,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,,,truck or truck tractor with trailer,truck tractor,utility,
979,4000533,2,driver,0,female,54,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,lexus,passenger car,sport utility vehicle,00,other
980,4000534,1,driver,1,male,51,,sleepy/fatigued,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,1999,freightliner,truck or truck tractor with trailer,truck tractor,federally legal semi,white
981,4000534,2,driver,0,male,60,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,1,,,,,,,,none apparent,,0,0,proceeding straight,2008,freightliner,truck or truck tractor with trailer,truck tractor: hazardous material,semi tank trailer,white
982,4000535,1,driver,1,male,43,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,1992,freightliner,truck or truck tractor with trailer,three or more axle truck,semi,hispanic
983,4000535,2,driver,0,male,47,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,chevrolet,pickup or panel truck with trailer,pickups & panels,trailer coach,white
984,4000535,3,driver,0,male,57,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2006,ford,passenger car,"passenger car, station",00,black
985,4000536,1,driver,0,male,48,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,international harvester,truck or truck tractor,two axle truck,00,hispanic
986,4000536,2,driver,0,male,50,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2009,volvo,truck or truck tractor,two axle truck,00,white
987,4000537,1,driver,1,,,impairment unknown,G,west,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,,unknown hit and run vehicle involvement,00,
988,4000537,2,driver,0,male,37,had not been drinking,,west,,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2009,kenworth,truck or truck tractor with trailer,truck tractor,semi,hispanic
989,4000538,1,driver,1,male,47,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2000,,truck or truck tractor with trailer,three or more axle truck,container chassis,asian
990,4000538,2,driver,0,male,80,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,toyota,truck or truck tractor,two axle truck,00,
991,4000539,1,driver,0,male,33,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,1999,international harvester,truck or truck tractor,two axle truck,00,hispanic
