"name","nickname","wins","losses","draws","height_cm","weight_in_kg","reach_in_cm","stance","date_of_birth","significant_strikes_landed_per_minute","significant_striking_accuracy","significant_strikes_absorbed_per_minute","significant_strike_defence","average_takedowns_landed_per_15_minutes","takedown_accuracy","takedown_defense","average_submissions_attempted_per_15_minutes"
"Art Santore","Pachuco","18","8","0","187.96","83.91","","","","1.4","12.0","7.31","52.0","0.0","0.0","100.0","0.0"
"Charlie Ward","","3","3","0","180.34","77.11","","Orthodox","1980-12-17","1.64","19.0","7.21","53.0","0.0","0.0","0.0","0.0"
"Jianping Yang","","11","4","1","170.18","65.77","","Orthodox","1988-11-27","1.4","26.0","2.07","65.0","1.0","25.0","33.0","0.0"
"Tony Halme","","0","4","0","190.5","136.08","","Orthodox","1963-01-06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Clint Hester","Headbussa","11","6","0","187.96","92.99","195.58","Orthodox","1986-11-21","3.36","42.0","3.44","56.0","1.02","35.0","60.0","0.0"
"Bas Rutten","El Guapo","28","4","1","185.42","92.99","","Orthodox","1965-02-24","5.59","61.0","2.06","79.0","0.0","0.0","0.0","0.0"
"Frank Camacho","The Crank","22","10","0","177.8","70.31","185.42","Orthodox","1989-05-18","6.56","46.0","7.44","51.0","1.11","31.0","73.0","0.0"
"Sheymon Moraes","","11","4","0","172.72","65.77","182.88","Orthodox","1990-10-11","3.0","42.0","3.64","63.0","0.0","0.0","53.0","0.0"
"Ian McCall","Uncle Creepy","13","5","1","165.1","56.7","162.56","Orthodox","1984-05-07","3.59","39.0","3.25","67.0","2.08","30.0","88.0","0.0"
"Jonathan Wilson","Johnny Bravo","7","3","0","187.96","92.99","190.5","Southpaw","1987-07-17","2.92","48.0","5.65","56.0","0.37","100.0","80.0","0.0"
"Julio Cesar Neves Jr.","Morceguinho","33","1","0","172.72","65.77","","","","1.98","35.0","4.81","51.0","1.06","25.0","76.0","0.0"
"Hisaki Kato","","8","2","0","182.88","83.91","","","","2.8","48.0","1.72","68.0","1.62","100.0","0.0","0.0"
"Karol Rosa","","17","5","0","165.1","61.23","170.18","Orthodox","1994-12-30","5.43","55.0","4.17","48.0","1.38","47.0","68.0","0.0"
"Bao Quach","","19","10","1","160.02","65.77","","Orthodox","1979-09-04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alex Soto","Extremo","8","3","1","172.72","61.23","","Southpaw","1984-02-15","2.95","25.0","5.02","59.0","2.82","30.0","0.0","0.0"
"Richie Hightower","The Dirty Samurai","8","4","0","172.72","77.11","","Orthodox","1974-11-26","4.62","35.0","6.92","21.0","3.46","100.0","100.0","0.0"
"Chris Hawk","","5","10","0","185.42","92.99","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fabio Aguiar","","17","1","0","182.88","83.91","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Salvador Woods","","8","17","0","180.34","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Terrence Mitchell","","14","4","0","177.8","61.23","187.96","Orthodox","1989-12-30","2.21","34.0","8.85","41.0","3.69","50.0","0.0","0.0"
"Thomas Paull","Juggernaut","11","4","0","170.18","70.31","170.18","Orthodox","1994-10-15","7.33","33.0","8.67","64.0","0.0","0.0","0.0","0.0"
"Paulo Costa","The Eraser","14","2","0","185.42","83.91","182.88","Orthodox","1991-04-21","6.5","60.0","6.38","47.0","0.53","75.0","79.0","0.0"
"Josh Bryant","The Beast","15","4","0","177.8","83.91","","Orthodox","1980-04-23","1.1","20.0","6.1","43.0","0.0","0.0","0.0","0.0"
"Ravena Oliveira","Kenoudy","7","2","1","165.1","61.23","165.1","Orthodox","1997-02-20","1.0","48.0","1.2","48.0","2.0","66.0","62.0","0.0"
"Ed Ratcliff","9mm","7","3","0","177.8","70.31","180.34","Orthodox","1983-03-05","2.71","38.0","2.96","63.0","0.28","16.0","53.0","0.0"
"Maheshate","","9","3","0","182.88","70.31","180.34","Orthodox","1999-12-01","2.91","26.0","4.86","49.0","0.0","0.0","45.0","0.0"
"Luke Jumeau","The Jedi","13","5","0","180.34","77.11","182.88","Orthodox","1988-02-12","2.93","43.0","3.17","58.0","0.25","100.0","86.0","0.0"
"Stephanie Webber","","2","2","0","167.64","61.23","","","","0.91","80.0","3.85","15.0","6.79","40.0","0.0","0.0"
"Bob Cook","Crazy","5","0","0","175.26","77.11","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alex Enlund","","14","2","0","177.8","65.77","","Orthodox","1987-05-27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dariya Zheleznykova","","8","1","0","","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Davi Bittencourt","The Black","14","4","0","165.1","61.23","165.1","Orthodox","1994-10-12","4.15","66.0","1.51","46.0","14.15","33.0","0.0","0.0"
"Francimar Barroso","Bodao","19","7","0","185.42","92.99","190.5","Orthodox","1980-02-28","2.77","52.0","3.07","59.0","2.22","24.0","83.0","0.0"
"Abubakar Nurmagomedov","","17","4","1","180.34","77.11","182.88","Orthodox","1989-11-13","2.78","53.0","2.61","65.0","1.25","22.0","88.0","0.0"
"Kerry Schall","Meat Truck","24","13","0","187.96","120.2","","Orthodox","1971-08-09","0.94","11.0","4.84","63.0","0.0","0.0","0.0","0.0"
"Eddie Ruiz","","1","1","0","170.18","70.31","","Orthodox","1967-06-10","0.2","25.0","1.4","47.0","2.0","12.0","0.0","0.0"
"Raul Sandoval","","3","3","0","","58.97","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Gaethje","The Highlight","25","4","0","180.34","70.31","177.8","Orthodox","1988-11-14","7.35","60.0","7.5","53.0","0.13","25.0","75.0","0.0"
"Daniel Acacio","","30","18","0","172.72","81.65","","Orthodox","1977-12-27","3.52","36.0","2.85","62.0","0.33","20.0","81.0","0.0"
"Greg Rebello","Ribz","24","8","0","182.88","108.86","185.42","Southpaw","1982-06-13","2.61","39.0","2.92","58.0","0.0","0.0","0.0","0.0"
"Andrey Koreshkov","Spartan","19","2","0","182.88","77.11","","","","2.84","39.0","1.92","63.0","4.8","53.0","0.0","0.0"
"Erik Silva","The King","9","2","0","175.26","65.77","180.34","Orthodox","1987-03-16","2.17","71.0","1.58","40.0","3.94","80.0","71.0","0.0"
"Geza Kalman","","4","9","0","185.42","90.72","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Sean Gannon","The Cannon","2","1","0","190.5","120.2","","Southpaw","","0.0","0.0","6.38","28.0","0.0","0.0","50.0","0.0"
"Dustin Moore","","0","2","0","162.56","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cesar Marscucci","","3","2","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Wayne Phillips","","7","7","0","","83.91","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jennifer Gonzalez","Jefa","13","5","0","157.48","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ryan MacDonald","Main Event","10","2","0","180.34","61.23","180.34","Switch","1993-03-18","2.28","29.0","6.49","45.0","0.0","0.0","0.0","0.0"
"Izabela Badurek","","6","3","0","165.1","52.16","","Orthodox","1991-07-11","3.74","71.0","4.9","32.0","1.75","12.0","100.0","0.0"
"Alavutdin Gadjiev","","18","13","1","187.96","83.91","","Orthodox","1982-06-23","0.99","27.0","0.99","57.0","0.0","0.0","50.0","0.0"
"Zviad Lazishvili","","13","1","0","167.64","61.23","175.26","Orthodox","1991-10-25","4.2","39.0","6.13","51.0","0.0","0.0","0.0","0.0"
"Scott McAfee","","14","7","0","172.72","70.31","","Orthodox","1983-08-23","0.0","0.0","1.33","50.0","0.0","0.0","0.0","0.0"
"Cameron Smotherman","The Baby-Faced Killa","8","4","0","175.26","61.23","175.26","Orthodox","1997-09-17","4.0","36.0","13.0","35.0","0.0","0.0","0.0","0.0"
"Rafael Carvalho","","14","1","0","190.5","83.91","","","","1.94","50.0","1.84","54.0","2.77","40.0","70.0","0.0"
"Chris Hofmann","","9","2","0","182.88","77.11","182.88","Orthodox","1989-11-18","4.78","45.0","4.63","35.0","3.42","42.0","0.0","0.0"
"Jaimelene Nievera","Queenie","7","4","0","165.1","56.7","","Orthodox","1984-10-28","1.67","53.0","8.73","33.0","1.79","16.0","0.0","0.0"
"Brandon Magana","","6","2","0","","77.11","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaime Alvarez","","6","1","0","172.72","56.7","175.26","Orthodox","1988-03-08","2.73","40.0","4.53","56.0","1.0","33.0","50.0","0.0"
"Emanuel Newton","The Hardcore Kid","26","12","1","185.42","92.99","","","","1.92","49.0","1.35","51.0","2.02","100.0","0.0","0.0"
"Gary Mangat","","15","3","0","170.18","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Steve Kozola","","8","0","0","","70.31","","","","3.9","39.0","4.36","50.0","2.34","100.0","100.0","0.0"
"Shonte Barnes","Shyne","6","2","1","180.34","83.91","193.04","Southpaw","1987-02-09","2.32","38.0","1.55","67.0","0.0","0.0","60.0","0.0"
"Jesse Juarez","","23","12","0","185.42","77.11","","Orthodox","1981-05-08","1.71","48.0","2.87","52.0","2.69","33.0","50.0","0.0"
"Brendon Marotte","The Kid","8","2","0","175.26","70.31","177.8","Orthodox","1996-01-12","3.0","100.0","42.0","33.0","0.0","0.0","0.0","0.0"
"Yuji Nagata","","0","2","0","182.88","102.06","","Orthodox","1968-04-24","1.45","40.0","14.46","4.0","0.0","0.0","0.0","0.0"
"Alton Cunningham","The Bo-Man","4","2","0","187.96","92.99","195.58","Orthodox","1993-06-24","3.33","75.0","4.94","20.0","1.67","10.0","100.0","0.0"
"Nikolay Veretennikov","","9","4","0","185.42","77.11","187.96","Orthodox","1989-12-22","3.47","65.0","3.53","56.0","0.0","0.0","50.0","0.0"
"Chad Johnson","Big Rigg","6","2","0","187.96","104.33","203.2","Orthodox","1986-07-22","5.92","68.0","7.8","40.0","0.0","0.0","0.0","0.0"
"Marcus Brimage","The Bama Beast","7","7","0","162.56","61.23","180.34","Southpaw","1985-04-06","3.97","35.0","3.64","56.0","0.56","100.0","80.0","0.0"
"Jared Papazian","The Jackhammer","20","13","0","172.72","61.23","170.18","Southpaw","1988-02-01","3.33","39.0","3.81","44.0","0.0","0.0","50.0","0.0"
"Matheus Scheffel","Buffa","14","7","0","187.96","92.99","190.5","Orthodox","1992-11-04","1.33","36.0","3.0","47.0","0.0","0.0","100.0","0.0"
"Scott Bessac","","4","6","0","193.04","111.13","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Yuki Ishikawa","","0","2","0","180.34","92.99","","Orthodox","","1.07","28.0","8.57","11.0","0.0","0.0","50.0","0.0"
"Julie Kedzie","","16","13","0","165.1","61.23","","Orthodox","1981-03-18","2.9","36.0","3.18","46.0","1.14","23.0","78.0","0.0"
"Dennis Dombrow","","7","5","0","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tulio Palhares","","2","16","0","","81.65","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Peter Petties","The Joker","5","3","0","180.34","65.77","182.88","Southpaw","1990-12-20","2.61","29.0","8.24","48.0","0.0","0.0","0.0","0.0"
"Jake Hecht","Hitman","11","4","0","182.88","77.11","185.42","Orthodox","1984-02-09","3.26","47.0","2.76","56.0","2.04","37.0","40.0","0.0"
"Bobby Stack","","8","3","0","175.26","70.31","","Orthodox","","1.0","20.0","2.89","34.0","7.48","45.0","100.0","0.0"
"Henrique Shiguemoto","","13","4","1","180.34","83.91","182.88","Orthodox","1989-06-22","3.6","33.0","6.0","16.0","0.0","0.0","50.0","0.0"
"Eun Soo Lee","","17","4","0","185.42","97.52","","Orthodox","1982-03-07","0.0","0.0","3.05","60.0","0.0","0.0","50.0","0.0"
"Bristol Marunde","","16","10","0","185.42","77.11","190.5","Orthodox","1982-04-20","1.42","21.0","4.4","47.0","1.6","33.0","14.0","0.0"
"Ivan Shtyrkov","Ural Hulk","15","0","1","182.88","92.99","187.96","Orthodox","1988-06-09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Emilio Chavez","","12","9","0","175.26","65.77","","","","2.73","48.0","1.53","54.0","3.0","50.0","0.0","0.0"
"Edward Faaloloto","","2","5","0","","70.31","177.8","Orthodox","1984-07-15","2.28","32.0","6.25","44.0","1.01","25.0","33.0","0.0"
"Brian McLaughlin","","6","2","0","175.26","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Adam Smith","","0","3","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Carina Damm","Beauty But the Beast","2","13","0","162.56","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Minoru Toyonaga","","2","5","0","180.34","88.45","","Southpaw","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Wataru Sakata","","11","14","0","175.26","88.45","","Southpaw","1973-03-11","1.11","61.0","2.08","31.0","0.0","0.0","0.0","0.0"
"Victor Madrigal","Periquito","15","5","0","170.18","61.23","180.34","Orthodox","1990-08-16","2.31","38.0","9.56","50.0","0.0","0.0","0.0","0.0"
"Ray Steinbeiss","Ipswitch Cobra","14","7","0","180.34","77.11","","Orthodox","1979-09-12","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0"
"Stipe Miocic","","20","4","0","193.04","108.86","203.2","Orthodox","1982-08-19","4.82","53.0","3.82","54.0","1.86","34.0","68.0","0.0"
"CJ Fernandes","","14","8","3","187.96","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Joe Benoit","","11","4","0","175.26","77.11","","Orthodox","1982-03-12","0.0","0.0","0.0","100.0","0.0","0.0","0.0","0.0"
"Ken Cross","The Boss","11","3","0","182.88","70.31","182.88","Southpaw","1994-10-04","2.2","57.0","1.4","55.0","1.0","12.0","66.0","0.0"
"Nordine Taleb","","15","7","0","185.42","77.11","187.96","Orthodox","1981-06-10","3.66","51.0","2.62","66.0","1.94","76.0","73.0","0.0"
"Tomohiko Hashimoto","","1","4","0","182.88","113.4","","Orthodox","","0.0","0.0","11.67","30.0","0.0","0.0","0.0","0.0"
"Ronald Jhun","The Machine Gun","24","26","2","180.34","77.11","","Orthodox","1970-09-21","1.45","57.0","3.01","50.0","1.81","100.0","100.0","0.0"
"Akira Corassani","","12","6","0","172.72","65.77","172.72","Orthodox","1982-08-27","3.25","45.0","4.91","50.0","0.7","28.0","86.0","0.0"
"Caros Fodor","The Future","11","6","0","175.26","70.31","187.96","Orthodox","1984-01-07","2.76","54.0","2.83","54.0","2.1","25.0","50.0","0.0"
"Pedro Rocha","","1","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mario Piazzon","","8","0","0","175.26","120.2","185.42","Orthodox","1998-04-06","1.35","73.0","1.16","40.0","18.87","50.0","50.0","0.0"
"Besam Yousef","","7","4","0","180.34","77.11","","Orthodox","1985-03-25","3.14","53.0","3.98","38.0","1.33","66.0","50.0","0.0"
"Willie Peeters","","9","10","1","175.26","99.79","","Orthodox","1965-10-26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Marco Polo Reyes","","8","7","0","180.34","70.31","180.34","Orthodox","1984-11-07","6.0","37.0","5.52","59.0","0.0","0.0","46.0","0.0"
"Oleksandr Doskalchuk","","10","2","0","167.64","56.7","","Southpaw","1990-03-13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Amir Rahnavardi","","11","10","0","182.88","92.99","","Orthodox","1974-12-07","0.67","25.0","0.0","100.0","0.0","0.0","50.0","0.0"
"Shonie Carter","Mr. International","51","31","7","177.8","77.11","","Southpaw","1972-05-03","1.62","36.0","2.32","47.0","0.75","66.0","75.0","0.0"
"John Kuhner","","1","2","0","","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jack Morrison","","0","3","0","180.34","92.99","","","","0.0","0.0","19.31","40.0","0.0","0.0","0.0","0.0"
"Carl Toomey","","3","3","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deron Winn","","7","3","0","167.64","83.91","177.8","Orthodox","1989-06-13","4.55","44.0","6.21","46.0","4.28","52.0","40.0","0.0"
"Hailey Cowan","All Hail","7","3","0","172.72","61.23","170.18","Southpaw","1992-02-12","2.97","42.0","3.17","34.0","1.5","33.0","80.0","0.0"
"Chris Bostick","","6","3","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ernie Verdicia","","0","1","0","180.34","90.26","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Paul Rodriguez","","10","9","2","170.18","70.31","","Orthodox","","0.84","100.0","1.68","68.0","0.0","0.0","50.0","0.0"
"Mal Foki","Twin Tiger","5","5","0","170.18","99.79","","Orthodox","","2.86","14.0","14.29","54.0","0.0","0.0","0.0","0.0"
"Grigory Popov","","13","3","0","170.18","61.23","172.72","Switch","1984-04-18","3.63","37.0","4.2","55.0","0.0","0.0","45.0","0.0"
"Kevin Vallejos","El Chino","11","1","0","170.18","65.77","172.72","Switch","2001-12-08","4.73","44.0","5.8","51.0","0.0","0.0","66.0","0.0"
"Taylor Callens","","6","0","0","177.8","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Roger Hollett","The Hulk","13","5","0","180.34","92.99","","Orthodox","1978-10-08","1.83","47.0","6.47","34.0","1.0","28.0","30.0","0.0"
"Eduardo Bustillos","","5","3","0","172.72","61.23","","","","2.61","59.0","6.22","35.0","0.0","0.0","100.0","0.0"
"So Yul Kim","","8","1","0","","52.16","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Russell Patrick","","6","4","0","175.26","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Thanh Le","","6","1","0","175.26","65.77","187.96","Orthodox","1985-08-28","1.97","40.0","1.82","70.0","0.0","0.0","100.0","0.0"
"Pedro Otavio","Te Pedro","19","8","0","190.5","111.13","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ricardo Funch","Golden Boy","9","6","0","177.8","77.11","187.96","Southpaw","1980-08-14","2.61","65.0","3.57","40.0","1.24","18.0","60.0","0.0"
"Jesse Moreng","Arturo","9","1","0","170.18","65.77","","Orthodox","1979-11-09","1.26","40.0","2.08","48.0","5.56","100.0","100.0","0.0"
"Mikey Burnett","The Eastside Assassin","5","2","0","167.64","77.11","","Orthodox","1974-04-12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brandon Gaines","","5","21","0","190.5","83.91","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jesse Bongfeldt","Water","16","5","1","182.88","83.91","","Orthodox","1980-08-28","2.91","62.0","1.01","50.0","1.51","33.0","33.0","0.0"
"Rongzhu","","24","5","0","175.26","70.31","182.88","Orthodox","2000-03-07","5.6","50.0","6.36","45.0","2.56","62.0","87.0","0.0"
"Nick Roehrick","","7","1","0","187.96","92.99","","Orthodox","1987-07-06","2.31","17.0","6.92","44.0","0.0","0.0","0.0","0.0"
"Karl Reed","No Worries","6","1","0","190.5","92.99","198.12","Orthodox","1988-10-27","2.04","44.0","3.84","38.0","1.06","22.0","53.0","0.0"
"John Hosman","","18","8","1","177.8","61.23","","Southpaw","1980-11-13","1.11","38.0","1.52","45.0","0.0","0.0","46.0","0.0"
"Takenori Sato","","19","11","7","177.8","77.11","","Southpaw","1985-06-08","0.46","33.0","12.92","9.0","0.0","0.0","0.0","0.0"
"Damian Grabowski","The Polish Pitbull","20","5","0","185.42","109.32","190.5","Orthodox","1980-05-12","4.0","36.0","7.65","51.0","0.0","0.0","0.0","0.0"
"Dan Manasoiu","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Shamar Bailey","","16","11","0","175.26","70.31","190.5","Southpaw","1982-09-22","1.56","20.0","3.91","69.0","1.5","33.0","37.0","0.0"
"Francesco Maturi","","0","1","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pedro Rizzo","The Rock","20","11","0","185.42","109.32","","Orthodox","1974-05-03","1.93","34.0","3.02","50.0","0.26","28.0","78.0","0.0"
"Paul Bradley","The Gentleman","23","8","0","175.26","77.11","","Orthodox","1983-06-13","2.26","32.0","4.13","56.0","1.12","16.0","100.0","0.0"
"Nolan Ticman","","4","3","0","167.64","56.7","","Orthodox","1988-05-17","2.57","47.0","2.53","67.0","0.0","0.0","60.0","0.0"
"David Barrios","","4","8","0","167.64","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Salas","J-Bomb","12","7","0","172.72","70.31","177.8","Southpaw","1982-03-13","3.42","43.0","2.96","68.0","2.43","20.0","0.0","0.0"
"Scott Lighty","","6","2","0","187.96","92.99","","","","2.91","21.0","4.24","49.0","0.0","0.0","0.0","0.0"
"Hussain Rasouli","","2","3","0","167.64","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ericka Almeida","","7","3","0","167.64","52.16","","Orthodox","1989-03-05","1.07","39.0","3.33","43.0","0.5","33.0","37.0","0.0"
"Hiroyuki Takaya","Streetfight Bancho","21","14","2","167.64","63.05","","Orthodox","1977-06-10","3.18","33.0","3.16","60.0","0.9","45.0","66.0","0.0"
"Rico DiSciullo","","9","2","0","172.72","61.23","","Orthodox","1986-10-12","1.71","33.0","4.41","56.0","0.0","0.0","0.0","0.0"
"Phil Johns","","30","14","1","157.48","77.11","","Southpaw","1968-10-22","1.2","66.0","1.8","50.0","0.0","0.0","50.0","0.0"
"Chuck O'Neil","Cold Steel","17","9","0","187.96","77.11","","","","3.13","37.0","4.4","72.0","0.0","0.0","0.0","0.0"
"Willie Parks","Slick","5","2","0","177.8","83.91","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kevin Borjas","El Gallo Negro","9","2","0","165.1","56.7","172.72","Orthodox","1997-12-06","5.4","41.0","6.63","49.0","0.0","0.0","56.0","0.0"
"Jhonata Silva","","8","2","0","165.1","56.7","167.64","Orthodox","1997-04-24","4.86","52.0","9.85","44.0","0.0","0.0","0.0","0.0"
"Stephen Thompson","Wonderboy","17","6","1","182.88","77.11","190.5","Orthodox","1983-02-11","4.2","45.0","3.04","55.0","0.27","41.0","64.0","0.0"
"Humberto Brown Morrison","","4","6","0","177.8","65.77","","","","1.71","50.0","2.19","62.0","1.43","25.0","0.0","0.0"
"Fernando Bettega","","7","5","0","","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Gabriel Salinas-Jones","","5","2","1","185.42","111.13","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
