,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
7242,Thierry Henry: Lonely at the Top,Philippe Auclair,Sports,Sporting Events & Organisations,Paperback,₹461.00,4.3,472.0,https://www.amazon.in/Thierry-Henry-Lonely-at-Top/dp/1447236831/ref=zg_bs_g_1318275031_d_sccl_15/000-0000000-0000000?psc=1
7243,Invincible,Amy Lawrence,Sports,Sporting Events & Organisations,Paperback,₹491.00,4.7,733.0,https://www.amazon.in/Invincible-Amy-Lawrence/dp/0241970490/ref=zg_bs_g_1318275031_d_sccl_16/000-0000000-0000000?psc=1
7244,89,Amy Lawrence,Sports,Sporting Events & Organisations,Paperback,₹598.69,4.7,216.0,https://www.amazon.in/89-Arsenals-Greatest-Moment-Words/dp/1787460045/ref=zg_bs_g_1318275031_d_sccl_17/000-0000000-0000000?psc=1
7245,1 002944732 TIMES CRICKET QUIZ BK: 2000 questions on English and International Cricket,Chris Bradshaw,Sports,Sporting Events & Organisations,Paperback,₹779.00,4.0,18.0,https://www.amazon.in/002944732-TIMES-CRICKET-QUIZ-International/dp/000727081X/ref=zg_bs_g_1318275031_d_sccl_18/000-0000000-0000000?psc=1
7246,Leading Without Authority: Why You Don’t Need To Be In Charge to Inspire Others and Make Change Happen,Keith Ferrazzi,Sports,Sporting Events & Organisations,Paperback,₹799.00,4.4,94.0,https://www.amazon.in/Leading-Without-Authority-Charge-Inspire/dp/0241473500/ref=zg_bs_g_1318275031_d_sccl_19/000-0000000-0000000?psc=1
7247,Bazball: The inside story of a Test cricket revolution,Nick Hoult,Sports,Sporting Events & Organisations,Kindle Edition,"₹1,656.00",4.6,41.0,https://www.amazon.in/Bazball-inside-story-cricket-revolution-ebook/dp/B0CB9NWVF4/ref=zg_bs_g_1318275031_d_sccl_20/000-0000000-0000000?psc=1
7248,Arsene Wenger,JOHN CROSS,Sports,Sporting Events & Organisations,Paperback,₹428.69,4.4,397.0,https://www.amazon.in/Arsene-Wenger-Inside-Story-Arsenal/dp/1471177866/ref=zg_bs_g_1318275031_d_sccl_21/000-0000000-0000000?psc=1
7249,Fear and Loathing in La Liga: Barcelona vs Real Madrid,Sid Lowe,Sports,Sporting Events & Organisations,Paperback,₹498.69,4.6,555.0,https://www.amazon.in/Fear-Loathing-Liga-Sid-Lowe/dp/0224091808/ref=zg_bs_g_1318275031_d_sccl_22/000-0000000-0000000?psc=1
7250,THE REAL MADRID WAY: How Values Created the Most Successful Sports Team on the Planet,Steven G. Mandis,Sports,Sporting Events & Organisations,Paperback,₹767.60,4.6,293.0,https://www.amazon.in/REAL-MADRID-WAY-Created-Successful/dp/1942952546/ref=zg_bs_g_1318275031_d_sccl_23/000-0000000-0000000?psc=1
7251,Data Game: The Story of Liverpool FC's Analytics Revolution,Josh Williams,Sports,Sporting Events & Organisations,Paperback,"₹1,373.00",0.0,0.0,https://www.amazon.in/Data-Game-Liverpool-Analytics-Revolution/dp/1801506930/ref=zg_bs_g_1318275031_d_sccl_24/000-0000000-0000000?psc=1
7252,Football in Sun and Shadow (Penguin Modern Classics),Eduardo Galeano,Sports,Sporting Events & Organisations,Paperback,₹334.00,4.4,172.0,https://www.amazon.in/Football-Shadow-Penguin-Modern-Classics/dp/0241355354/ref=zg_bs_g_1318275031_d_sccl_25/000-0000000-0000000?psc=1
7253,Expected Goals: The Story Of How Data Conquered Football And: The story of how data conquered football and changed the game forever,Rory Smith,Sports,Sporting Events & Organisations,Paperback,₹375.00,4.3,202.0,https://www.amazon.in/Expected-Goals-conquered-football-changed/dp/0008484074/ref=zg_bs_g_1318275031_d_sccl_26/000-0000000-0000000?psc=1
7254,ASK A FOOTBALLER,James Milner,Sports,Sporting Events & Organisations,Paperback,₹939.21,4.5,1906.0,https://www.amazon.in/Ask-Footballer-James-Milner/dp/1529404967/ref=zg_bs_g_1318275031_d_sccl_27/000-0000000-0000000?psc=1
7255,The Boys in the Boat: An Epic Journey to the Heart of Hitler's Berlin,Daniel James Brown,Sports,Sporting Events & Organisations,Audible Audiobook,₹770.00,4.6,83479.0,https://www.amazon.in/Boys-Boat-Journey-Hitlers-Berlin/dp/B0C1HFPX5G/ref=zg_bs_g_1318275031_d_sccl_28/000-0000000-0000000?psc=1
7256,What Would Jurgen Klopp Do?: Life Lessons from a Champion,Tom Victor,Sports,Sporting Events & Organisations,Kindle Edition,₹288.75,4.3,104.0,https://www.amazon.in/What-Would-Jurgen-Klopp-Do-ebook/dp/B08164P1FR/ref=zg_bs_g_1318275031_d_sccl_29/000-0000000-0000000?psc=1
7257,Sport Management: The Basics,Rob Wilson,Sports,Sporting Events & Organisations,Paperback,"₹1,996.00",4.2,25.0,https://www.amazon.in/Sport-Management-Basics-Rob-Wilson/dp/1138791172/ref=zg_bs_g_1318275031_d_sccl_30/000-0000000-0000000?psc=1
7258,Fitness Habits of the Romans,n ADNERSON,Sports,Sporting Events & Organisations,Kindle Edition,₹664.00,0.0,0.0,https://www.amazon.in/Fitness-Habits-Romans-n-ADNERSON-ebook/dp/B0CT8CV7ZG/ref=zg_bs_g_1318275031_d_sccl_1/000-0000000-0000000?psc=1
7259,"Coming Up for Air: The inspiring autobiography and Sunday Times bestseller, from the award-winning Olympic diver and British sports personality",Tom Daley,Sports,Sporting Events & Organisations,Paperback,₹524.69,4.7,867.0,https://www.amazon.in/Coming-Air-autobiography-award-winning-personality/dp/0008487731/ref=zg_bs_g_1318275031_d_sccl_2/000-0000000-0000000?psc=1
7260,White Hot: The Inside Story of England Cricket’s Double World Champions,Tim Wigmore,Sports,Sporting Events & Organisations,Hardcover,₹340.00,4.5,30.0,https://www.amazon.in/White-Hot-England-Crickets-Champions/dp/1399411632/ref=zg_bs_g_1318275031_d_sccl_3/000-0000000-0000000?psc=1
7261,Fire in Babylon: How the West Indies Cricket Team Brought a People to its Feet,Simon Lister,Sports,Sporting Events & Organisations,Paperback,₹365.00,4.5,332.0,https://www.amazon.in/Fire-Babylon-Simon-Lister/dp/0224092243/ref=zg_bs_g_1318275031_d_sccl_4/000-0000000-0000000?psc=1
7262,The Boys In The Boat: An Epic Journey to the Heart of Hitler's Berlin,Daniel James Brown,Sports,Sporting Events & Organisations,Kindle Edition,₹280.39,4.6,83479.0,https://www.amazon.in/Boys-Boat-Daniel-James-Brown-ebook/dp/B00BUOA7CG/ref=zg_bs_g_1318275031_d_sccl_5/000-0000000-0000000?psc=1
7263,Bowl. Sleep. Repeat.: Inside the World of England's Greatest-Ever Bowler,Jimmy Anderson,Sports,Sporting Events & Organisations,Paperback,₹460.00,4.4,913.0,https://www.amazon.in/Bowl-Sleep-Repeat-Englands-Greatest-Ever/dp/1788401697/ref=zg_bs_g_1318275031_d_sccl_6/000-0000000-0000000?psc=1
7264,"Soccernomics (2022 World Cup Edition): Why France and Germany Win, Why England Is Starting to and Why The Rest of the World Loses",Simon Kuper,Sports,Sporting Events & Organisations,Paperback,₹583.00,4.3,566.0,https://www.amazon.in/Soccernomics-France-Germany-England-Starting/dp/0008559627/ref=zg_bs_g_1318275031_d_sccl_7/000-0000000-0000000?psc=1
7265,The Hitman,Vijay Lokapally,Sports,Sporting Events & Organisations,Paperback,₹337.00,4.5,125.0,https://www.amazon.in/Hitman-Rohit-Sharma-Story/dp/9390077141/ref=zg_bs_g_1318275031_d_sccl_8/000-0000000-0000000?psc=1
7266,Cantona: The Rebel Who Would Be King,Philippe Auclair,Sports,Sporting Events & Organisations,Kindle Edition,₹280.39,4.5,248.0,https://www.amazon.in/Cantona-Rebel-Who-Would-King-ebook/dp/B003E1BGN2/ref=zg_bs_g_1318275031_d_sccl_9/000-0000000-0000000?psc=1
7267,Beneath the Surface: My Story,Michael Phelps,Sports,Sporting Events & Organisations,Kindle Edition,₹403.56,4.4,756.0,https://www.amazon.in/Beneath-Surface-Story-Michael-Phelps-ebook/dp/B0091SUQXI/ref=zg_bs_g_1318275031_d_sccl_10/000-0000000-0000000?psc=1
7268,THE ANATOMY OF LIVERPOOL,Jonathan Wilson,Sports,Sporting Events & Organisations,Paperback,₹935.00,4.4,56.0,https://www.amazon.in/ANATOMY-LIVERPOOL-Jonathan-Wilson/dp/1409126927/ref=zg_bs_g_1318275031_d_sccl_11/000-0000000-0000000?psc=1
7269,Pitchside,Amrit Mathur,Sports,Sporting Events & Organisations,Paperback,₹465.00,4.3,36.0,https://www.amazon.in/Pitchside-Amrit-Mathur/dp/9357765573/ref=zg_bs_g_1318275031_d_sccl_12/000-0000000-0000000?psc=1
7270,Stargazing: The Players in My Life,Ravi Shastri,Sports,Sporting Events & Organisations,Paperback,₹290.07,3.8,243.0,https://www.amazon.in/Stargazing-Players-Life-Ravi-Shastri/dp/9354893090/ref=zg_bs_g_1318275031_d_sccl_13/000-0000000-0000000?psc=1
7271,A History of Indian Sport Through 100 Artefacts,Boria Majumdar,Sports,Sporting Events & Organisations,Paperback,₹400.00,3.5,14.0,https://www.amazon.in/History-Indian-Sport-Through-Artefacts/dp/935264428X/ref=zg_bs_g_1318275031_d_sccl_14/000-0000000-0000000?psc=1
7272,A Shot At History: My Obsessive Journey to Olympic Gold,Abhinav Bindra,Sports,Sporting Events & Organisations,Kindle Edition,₹167.30,4.7,595.0,https://www.amazon.in/Shot-At-History-Obsessive-Journey-ebook/dp/B00ID32XTW/ref=zg_bs_g_1318275031_d_sccl_15/000-0000000-0000000?psc=1
7273,Will It Make The Boat Go Faster?: Olympic-winning Strategies for Everyday Success,Harriet Beveridge,Sports,Sporting Events & Organisations,Paperback,"₹1,363.00",4.5,291.0,https://www.amazon.in/Will-Make-Boat-Faster-Olympic-winning/dp/1838592962/ref=zg_bs_g_1318275031_d_sccl_16/000-0000000-0000000?psc=1
7274,I Am Football: Zlatan Ibrahimovic,Zlatan Ibrahimovic,Sports,Sporting Events & Organisations,Hardcover,₹900.00,4.7,291.0,https://www.amazon.in/I-Am-Football-Zlatan-Ibrahimovic/dp/024129715X/ref=zg_bs_g_1318275031_d_sccl_17/000-0000000-0000000?psc=1
7275,Jurgen Klopp,Elmar Neveling,Sports,Sporting Events & Organisations,Paperback,"₹1,231.26",4.6,1681.0,https://www.amazon.in/Jurgen-Klopp-Elmar-Neveling/dp/1529109256/ref=zg_bs_g_1318275031_d_sccl_18/000-0000000-0000000?psc=1
7276,A Shot at History: My Obsessive Journey to Olympic Gold,Abhinav Bindra,Sports,Sporting Events & Organisations,Audible Audiobook,₹669.00,4.7,595.0,https://www.amazon.in/Shot-History-Obsessive-Journey-Olympic/dp/B077K99XPQ/ref=zg_bs_g_1318275031_d_sccl_19/000-0000000-0000000?psc=1
7277,No Limits: The Will to Succeed,Michael Phelps,Sports,Sporting Events & Organisations,Kindle Edition,₹263.14,4.5,822.0,https://www.amazon.in/No-Limits-Succeed-Michael-Phelps-ebook/dp/B008VTMLKO/ref=zg_bs_g_1318275031_d_sccl_20/000-0000000-0000000?psc=1
7278,Breath (Lead Title),James Nestor,Sports,Training & Coaching,Paperback,₹359.00,4.6,26365.0,https://www.amazon.in/Breath-New-Science-Lost-Art/dp/0241289122/ref=zg_bs_g_1318279031_d_sccl_1/000-0000000-0000000?psc=1
7279,The Inner Game of Tennis,W Timothy Gallwey,Sports,Training & Coaching,Paperback,₹383.00,4.6,7837.0,https://www.amazon.in/Inner-Game-Tennis-ultimate-performance/dp/1447288505/ref=zg_bs_g_1318279031_d_sccl_2/000-0000000-0000000?psc=1
7280,Open: An Autobiography,Andre Agassi,Sports,Training & Coaching,Kindle Edition,₹250.00,4.6,20621.0,https://www.amazon.in/Open-Autobiography-Andre-Agassi-ebook/dp/B002VYJYR8/ref=zg_bs_g_1318279031_d_sccl_3/000-0000000-0000000?psc=1
7281,"The Champion's Mind: How Great Athletes Think, Train, and Thrive",Jim Afremow,Sports,Training & Coaching,Paperback,₹464.34,4.6,2396.0,https://www.amazon.in/Champions-Mind-Great-Athletes-Thrive/dp/1623365627/ref=zg_bs_g_1318279031_d_sccl_4/000-0000000-0000000?psc=1
7282,Bobby Fischer Teaches Chess,Bobby Fischer,Sports,Training & Coaching,Mass Market Paperback,₹311.00,4.1,8833.0,https://www.amazon.in/Bobby-Fischer-Teaches-Chess/dp/0553263153/ref=zg_bs_g_1318279031_d_sccl_5/000-0000000-0000000?psc=1
7283,Breath: The New Science of a Lost Art,James Nestor,Sports,Training & Coaching,Audible Audiobook,₹888.00,4.6,26365.0,https://www.amazon.in/Breath-New-Science-Lost-Art/dp/B0874XVZKQ/ref=zg_bs_g_1318279031_d_sccl_6/000-0000000-0000000?psc=1
7284,Breath,James Nestor,Sports,Training & Coaching,Paperback,₹600.00,4.6,26363.0,https://www.amazon.in/Breath-Lost-Science-Misunderstood-Function/dp/0241289084/ref=zg_bs_g_1318279031_d_sccl_7/000-0000000-0000000?psc=1
7285,FOOTBALL SKILLS,Ralph Brammer,Sports,Training & Coaching,Paperback,₹294.00,4.1,24.0,https://www.amazon.in/FOOTBALL-SKILLS-Ralph-Brammer/dp/0716022060/ref=zg_bs_g_1318279031_d_sccl_8/000-0000000-0000000?psc=1
7286,Essentials Of Physical Education,J Bains,Sports,Training & Coaching,Unknown Binding,₹783.00,4.4,136.0,https://www.amazon.in/Essentials-Physical-Education-J-Bains/dp/B07SSTNNFC/ref=zg_bs_g_1318279031_d_sccl_9/000-0000000-0000000?psc=1
7287,Inverting the Pyramid: The History of Football Tactics,Jonathan Wilson,Sports,Training & Coaching,Paperback,₹628.00,4.5,1728.0,https://www.amazon.in/Inverting-Pyramid-History-Football-Tactics/dp/1399610090/ref=zg_bs_g_1318279031_d_sccl_10/000-0000000-0000000?psc=1
7288,Yuktahaar: The Belly And Brain Diet,Munmun Ganeriwal,Sports,Training & Coaching,Paperback,₹194.00,4.4,384.0,https://www.amazon.in/Yuktahaar-Belly-Brain-Munmun-Ganeriwal/dp/0143454382/ref=zg_bs_g_1318279031_d_sccl_11/000-0000000-0000000?psc=1
7289,"Chimp Paradox, The",Prof Steve Peters,Sports,Training & Coaching,Paperback,₹505.00,4.6,17212.0,https://www.amazon.in/Chimp-Paradox-Acclaimed-Management-Confidence/dp/009193558X/ref=zg_bs_g_1318279031_d_sccl_12/000-0000000-0000000?psc=1
7290,Range: How Generalists Triumph in a Specialized World,(Journalist) David Epstein,Sports,Training & Coaching,Kindle Edition,₹280.39,4.4,9897.0,https://www.amazon.in/Range-Generalists-Triumph-Specialized-World-ebook/dp/B07M6QPRRG/ref=zg_bs_g_1318279031_d_sccl_13/000-0000000-0000000?psc=1
7291,The Mixer,Michael Cox,Sports,Training & Coaching,Paperback,₹377.79,4.6,2226.0,https://www.amazon.in/Mixer-Story-Premier-League-Tactics/dp/0008215553/ref=zg_bs_g_1318279031_d_sccl_14/000-0000000-0000000?psc=1
7292,The Inner Game of Tennis: One of Bill Gates All-Time Favourite Books,W Timothy Gallwey,Sports,Training & Coaching,Kindle Edition,₹280.39,4.6,7837.0,https://www.amazon.in/Inner-Game-Tennis-ultimate-performance-ebook/dp/B00OTU5K4I/ref=zg_bs_g_1318279031_d_sccl_15/000-0000000-0000000?psc=1
7293,LEADING,Alex Ferguson,Sports,Training & Coaching,Paperback,₹565.00,4.5,2591.0,https://www.amazon.in/Leading-Alex-Ferguson/dp/147362164X/ref=zg_bs_g_1318279031_d_sccl_16/000-0000000-0000000?psc=1
7294,Mind Master,Viswanathan Susan Anand Ninan,Sports,Training & Coaching,Paperback,₹339.00,4.6,1158.0,https://www.amazon.in/Mind-Master-Winning-Lessons-Champions/dp/9391028217/ref=zg_bs_g_1318279031_d_sccl_17/000-0000000-0000000?psc=1
7295,"LOSE FAT, GET FITTR: THE SIMPLE SCIENCE OF STAYING HEALTHY FOR LIFE",Jitendra Chouksey,Sports,Training & Coaching,Kindle Edition,₹223.25,4.6,759.0,https://www.amazon.in/LOSE-FAT-GET-FITTR-SCIENCE-ebook/dp/B097JPNSRX/ref=zg_bs_g_1318279031_d_sccl_18/000-0000000-0000000?psc=1
7296,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Sports,Training & Coaching,Kindle Edition,₹331.55,4.3,7584.0,https://www.amazon.in/4-Hour-Body-Uncommon-Incredible-Superhuman-ebook/dp/B004M8S3Y6/ref=zg_bs_g_1318279031_d_sccl_19/000-0000000-0000000?psc=1
7297,Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body (The Thinner Leaner Stronger Series Book 1),Michael Matthews,Sports,Training & Coaching,Kindle Edition,₹249.00,4.4,8465.0,https://www.amazon.in/Thinner-Leaner-Stronger-Building-Ultimate-ebook/dp/B0098PYV7Q/ref=zg_bs_g_1318279031_d_sccl_20/000-0000000-0000000?psc=1
7298,The Mamba Mentality,Kobe Bryant,Sports,Training & Coaching,Hardcover,"₹2,740.76",4.8,27628.0,https://www.amazon.in/Mamba-Mentality-How-Play/dp/0374201234/ref=zg_bs_g_1318279031_d_sccl_21/000-0000000-0000000?psc=1
7299,Pep Guardiola: Another Way of Winning: The Biography,Guillem Balague,Sports,Training & Coaching,Paperback,₹672.00,4.5,687.0,https://www.amazon.in/Pep-Guardiola-Another-Winning-Biography/dp/1474610536/ref=zg_bs_g_1318279031_d_sccl_22/000-0000000-0000000?psc=1
7300,BLACK BOX THINKING (REISSUE),Matthew Syed,Sports,Training & Coaching,Paperback,₹475.00,4.6,5439.0,https://www.amazon.in/Black-Box-Thinking-Matthew-Syed/dp/1473613809/ref=zg_bs_g_1318279031_d_sccl_23/000-0000000-0000000?psc=1
7301,The Score Takes Care of Itself: My Philosophy of Leadership,Bill Walsh,Sports,Training & Coaching,Paperback,₹629.00,4.6,2058.0,https://www.amazon.in/Score-Takes-Care-Itself-Philosophy/dp/1591843472/ref=zg_bs_g_1318279031_d_sccl_24/000-0000000-0000000?psc=1
7302,Breath: The New Science of a Lost Art,James Nestor,Sports,Training & Coaching,Kindle Edition,₹265.06,4.6,26365.0,https://www.amazon.in/Breath-New-Science-Lost-Art-ebook/dp/B07Z49Z32V/ref=zg_bs_g_1318279031_d_sccl_25/000-0000000-0000000?psc=1
7303,Yoga: Your Home Practice Companion,Sivananda Yoga Vedanta Centre,Sports,Training & Coaching,Hardcover,₹776.00,4.6,693.0,https://www.amazon.in/Yoga-Practice-Companion-Sivananda-Vedanta/dp/1405349182/ref=zg_bs_g_1318279031_d_sccl_26/000-0000000-0000000?psc=1
7304,The Lords of Wankhede: Tales Between Two Titles,W.V. Raman,Sports,Training & Coaching,Paperback,₹241.00,4.1,24.0,https://www.amazon.in/Lords-Wankhede-Tales-Between-Titles/dp/935702588X/ref=zg_bs_g_1318279031_d_sccl_27/000-0000000-0000000?psc=1
7305,"Starting Strength: Basic Barbell Training, 3rd Edition",Mark Rippetoe,Sports,Training & Coaching,Audible Audiobook,₹836.00,4.8,6112.0,https://www.amazon.in/Starting-Strength-Basic-Barbell-Training/dp/B07V1YLVVR/ref=zg_bs_g_1318279031_d_sccl_28/000-0000000-0000000?psc=1
7306,Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),Tim S. Grover,Sports,Training & Coaching,Kindle Edition,₹316.35,4.5,11623.0,https://www.amazon.in/Relentless-Unstoppable-Tim-S-Grover-ebook/dp/B008O58LL8/ref=zg_bs_g_1318279031_d_sccl_29/000-0000000-0000000?psc=1
7307,Ultimate Sports Quiz Book,Derek O'Brien,Sports,Training & Coaching,Paperback,₹194.00,4.1,6.0,https://www.amazon.in/Ultimate-Sports-Quiz-Book/dp/014302969X/ref=zg_bs_g_1318279031_d_sccl_30/000-0000000-0000000?psc=1
7308,ALEX FERGUSON MY AUTOBIOGRAPHY,Alex Ferguson,Sports,Training & Coaching,Paperback,₹639.00,4.6,6370.0,https://www.amazon.in/Alex-Ferguson-My-Autobiography/dp/034091940X/ref=zg_bs_g_1318279031_d_sccl_1/000-0000000-0000000?psc=1
7309,Winning: The Unforgiving Race to Greatness,Tim S. Grover,Sports,Training & Coaching,Kindle Edition,₹263.14,4.8,3638.0,https://www.amazon.in/Winning-Unforgiving-Greatness-Tim-Grover-ebook/dp/B08LW3PFS5/ref=zg_bs_g_1318279031_d_sccl_2/000-0000000-0000000?psc=1
7310,The Marine Corps Martial Arts Program: The Complete Combat System,Unknown,Sports,Training & Coaching,Paperback,₹287.16,5.0,1.0,https://www.amazon.in/Marine-Corps-Martial-Arts-Program/dp/8195961711/ref=zg_bs_g_1318279031_d_sccl_3/000-0000000-0000000?psc=1
7311,BELONGING,Owen Eastwood,Sports,Training & Coaching,Paperback,₹699.00,4.6,417.0,https://www.amazon.in/Belonging-Ancient-Togetherness-Owen-Eastwood/dp/1529410304/ref=zg_bs_g_1318279031_d_sccl_4/000-0000000-0000000?psc=1
7312,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,Sports,Training & Coaching,Audible Audiobook,₹703.00,4.6,7837.0,https://www.amazon.in/Inner-Game-Tennis-Classic-Performance/dp/B079TKSX8V/ref=zg_bs_g_1318279031_d_sccl_5/000-0000000-0000000?psc=1
7313,Ultimate Olympic Weightlifting: A Complete Guide to Barbell Lifts. . . from Beginner to Gold Medal,Dave Randolph,Sports,Training & Coaching,Paperback,"₹1,190.00",4.4,35.0,https://www.amazon.in/Ultimate-Olympic-Weightlifting-Complete-Lifts/dp/1612434452/ref=zg_bs_g_1318279031_d_sccl_6/000-0000000-0000000?psc=1
7314,The TB12 Method,Tom Brady,Sports,Training & Coaching,Paperback,"₹1,627.00",4.4,4413.0,https://www.amazon.in/TB12-Method-What-Better-Longer/dp/1501180746/ref=zg_bs_g_1318279031_d_sccl_7/000-0000000-0000000?psc=1
7315,"The Chimp Paradox: The Acclaimed Mind Management Programme to Help You Achieve Success, Confidence and Happiness",Prof Steve Peters,Sports,Training & Coaching,Audible Audiobook,₹957.00,4.6,17212.0,https://www.amazon.in/Chimp-Paradox-Acclaimed-Management-Confidence/dp/B079WVGWSM/ref=zg_bs_g_1318279031_d_sccl_8/000-0000000-0000000?psc=1
7316,The Gladiator Mindset: Push Your Limits. Overcome Challenges. Achieve Your Goals.,Adam Peaty,Sports,Training & Coaching,Audible Audiobook,₹759.00,4.5,321.0,https://www.amazon.in/Gladiator-Mindset-Limits-Overcome-Challenges/dp/B09DGRT483/ref=zg_bs_g_1318279031_d_sccl_9/000-0000000-0000000?psc=1
7317,"The Juggernaut Method 2.0 - Strength, Speed, and Power For Every Athlete",Chad Wesley Smith,Sports,Training & Coaching,Kindle Edition,₹699.74,4.4,570.0,https://www.amazon.in/Juggernaut-Method-2-0-Strength-Athlete-ebook/dp/B00DRIYWBU/ref=zg_bs_g_1318279031_d_sccl_10/000-0000000-0000000?psc=1
